Vendor,Library,No,ID,Formula,MW,Smile,Conc_mM,Solvent,Plate_ID,Plate_well
Enamine,UC-192873,649,Z198194396,C10H13N3O3,223.228,NC(=O)N1CCN(CC1)C(=O)C2=CC=CO2,100,ethylene glycol,1119104-Y20-C03,F04
Enamine,UC-192873,650,Z29325421,C12H18N2OS,238.349,CC1=CN=C(NC(=O)CCC2CCCC2)S1,100,ethylene glycol,1119104-Y20-C03,G04
Enamine,UC-192873,651,Z2856434865,C12H17NOS,223.334,C(CN1CCOCC1)SC=2C=CC=CC2,100,ethylene glycol,1119104-Y20-C03,H04
Enamine,UC-192873,652,Z1246465616,C11H18N2O2,210.272,CC(CC=1C(C)=NOC1C)C(=O)N(C)C,100,ethylene glycol,1119104-Y20-C03,I04
Enamine,UC-192873,653,Z373768898,C11H17N3O,207.272,CCN1C=C(NC(=O)C2CCCC2)C=N1,100,ethylene glycol,1119104-Y20-C03,J04
Enamine,UC-192873,654,Z27782760,C15H15NO2,241.285,CCOC=1C=CC(=CC1)C(=O)NC=2C=CC=CC2,100,ethylene glycol,1119104-Y20-C03,K04
Enamine,UC-192873,655,Z275181224,C12H14N4O,230.265,CCN1C=C(CNC(=O)C=2C=CC=NC2)C=N1,100,ethylene glycol,1119104-Y20-C03,L04
Enamine,UC-192873,656,Z2856434815,C10H12N2,160.215,CN(C)CC=1C=CC(C#N)=CC1,100,ethylene glycol,1119104-Y20-C03,M04
Enamine,UC-192873,657,Z32016974,C10H19NO,169.263,CNC(=O)CCC1CCCCC1,100,ethylene glycol,1119104-Y20-C03,N04
Enamine,UC-192873,658,Z2856434901,C9H19N,141.253,CNCCC1CCCCC1,100,ethylene glycol,1119104-Y20-C03,O04
Enamine,UC-192873,659,Z24758179,C9H11NO4S,229.252,COC(=O)C=1C=CC=C(NS(=O)(=O)C)C1,100,ethylene glycol,1119104-Y20-C03,B05
Enamine,UC-192873,660,Z1705151001,C11H22N2O2,214.304,CN(C)CC(=O)N1CCCC1C(C)(C)O,100,ethylene glycol,1119104-Y20-C03,C05
Enamine,UC-192873,661,Z2277255954,C9H14FNO2S,219.276,CC1(CC1)S(=O)(=O)N2CCC=C(F)C2,100,ethylene glycol,1119104-Y20-C03,D05
Enamine,UC-192873,662,Z1545196403,C10H10FN3,191.204,FC=1C=CC=CC1NCC=2C=CNN2,100,ethylene glycol,1119104-Y20-C03,E05
Enamine,UC-192873,663,Z2017168803,C9H13FN2O,184.210,C[C@@H](CO)N(C)C=1N=CC=CC1F,100,ethylene glycol,1119104-Y20-C03,F05
Enamine,UC-192873,664,Z1318110042,C10H17NO2S,215.312,CC#CCN(C)C1CCS(=O)(=O)CC1,100,ethylene glycol,1119104-Y20-C03,G05
Enamine,UC-192873,665,Z1587272989,C9H12FN3O,197.209,CC1=NOC(CN2CCC=C(F)C2)=N1,100,ethylene glycol,1119104-Y20-C03,H05
Enamine,UC-192873,666,Z2856434900,C7H15NO,129.200,CC(C)(C)N1CC(O)C1,100,ethylene glycol,1119104-Y20-C03,I05
Enamine,UC-192873,667,Z1587273210,C9H12FN3O,197.209,CC1=NC(CN2CCC=C(F)C2)=NO1,100,ethylene glycol,1119104-Y20-C03,J05
Enamine,UC-192873,668,Z1787761777,C11H18N2OS,226.338,COC1CN(CC2=CN=CS2)CCC1C,100,ethylene glycol,1119104-Y20-C03,K05
Enamine,UC-192873,669,Z1619978933,C9H12FN3S,213.275,CC1=NN=C(CN2CCC=C(F)C2)S1,100,ethylene glycol,1119104-Y20-C03,L05
Enamine,UC-192873,670,Z1685106505,C10H12N4O,204.228,CN1C=CN=C1C2=NOC(=N2)C3CCC3,100,ethylene glycol,1119104-Y20-C03,M05
Enamine,UC-192873,671,Z1929757385,C11H15FN2O,210.248,CC1(C)CN(CC1O)C=2N=CC=CC2F,100,ethylene glycol,1119104-Y20-C03,N05
Enamine,UC-192873,672,Z1134990241,C11H12N2OS,220.290,CC1=NC(CN2C=CC(C)=CC2=O)=CS1,100,ethylene glycol,1119104-Y20-C03,O05
Enamine,UC-192873,673,Z275179946,C10H14ClN3O,227.690,CN1N=CC(Cl)=C1C(=O)N2CCCCC2,100,ethylene glycol,1119104-Y20-C03,B06
Enamine,UC-192873,674,Z2856434856,C11H14ClNO,211.687,ClC=1C=CC=C(CN2CCOCC2)C1,100,ethylene glycol,1119104-Y20-C03,C06
Enamine,UC-192873,675,Z31478538,C10H13NO2,179.215,COCC(=O)NCC=1C=CC=CC1,100,ethylene glycol,1119104-Y20-C03,D06
Enamine,UC-192873,676,Z2856434896,C14H17NO,215.290,CN(CC1=CC=C(C)O1)CC=2C=CC=CC2,100,ethylene glycol,1119104-Y20-C03,E06
Enamine,UC-192873,677,Z220996120,C11H14N2O,190.241,CC(NC(=O)C1CC1)C=2C=CC=NC2,100,ethylene glycol,1119104-Y20-C03,F06
Enamine,UC-192873,678,Z2856434898,C16H20N2,240.343,C(N1CCC(CC1)N2C=CC=C2)C=3C=CC=CC3,100,ethylene glycol,1119104-Y20-C03,G06
Enamine,UC-192873,679,Z1449748885,C9H12N2O2,180.203,COC=1C=CC(NC(=O)CN)=CC1,100,ethylene glycol,1119104-Y20-C03,H06
Enamine,UC-192873,680,Z52314092,C11H15NO,177.242,CC(=O)NCCC=1C=CC=CC1C,100,ethylene glycol,1119104-Y20-C03,I06
Enamine,UC-192873,681,Z184825330,C10H14N2O2,194.230,CCOC=1N=CC=CC1C(=O)N(C)C,100,ethylene glycol,1119104-Y20-C03,J06
Enamine,UC-192873,682,Z416877194,C10H17N3O2,211.260,CC1=NOC(CN2CCC(CO)CC2)=N1,100,ethylene glycol,1119104-Y20-C03,K06
Enamine,UC-192873,683,Z1343518214,C8H16N2O3S,220.289,COC1CN(C1)S(=O)(=O)N2CCCC2,100,ethylene glycol,1119104-Y20-C03,L06
Enamine,UC-192873,684,Z419995480,C14H19NO2,233.306,O=C(CCCC=1C=CC=CC1)N2CCOCC2,100,ethylene glycol,1119104-Y20-C03,M06
Enamine,UC-192873,685,Z647442662,C10H17N3O2,211.260,CC1=NOC(CN2CCCCC2CO)=N1,100,ethylene glycol,1119104-Y20-C03,N06
Enamine,UC-192873,686,Z183344018,C10H18N4O,210.276,CC(C)NC(=O)N(C)CC=1C=NN(C)C1,100,ethylene glycol,1119104-Y20-C03,O06
Enamine,UC-192873,687,Z1689442171,C10H15FN2O2,214.236,FC1=CCCN(C1)C(=O)N2CCOCC2,100,ethylene glycol,1119104-Y20-C03,B07
Enamine,UC-192873,688,Z1878656559,C12H21N3,207.315,CC1CC(C)(C)CC1NCC=2C=CNN2,100,ethylene glycol,1119104-Y20-C03,C07
Enamine,UC-192873,689,Z1983897532,C10H10FN3S,223.269,CC1=NC=C(CNC=2C=NC=C(F)C2)S1,100,ethylene glycol,1119104-Y20-C03,D07
Enamine,UC-192873,690,Z1506050651,C12H16N2O,204.268,CN(C(=O)[C@H]1CC1(C)C)C=2C=CC=NC2,100,ethylene glycol,1119104-Y20-C03,E07
Enamine,UC-192873,691,Z2272040604,C11H16FNO2,213.248,"C[C@@H]1CC[C@@H](O1)C(=O)N2CCC=C(F)C2 |&1:1,4,r|",100,ethylene glycol,1119104-Y20-C03,F07
Enamine,UC-192873,692,Z2442270563,C11H17N3O,207.272,C(C1CCNCC1)C2=NC(=NO2)C3CC3,100,ethylene glycol,1119104-Y20-C03,G07
Enamine,UC-192873,693,Z1796224493,C11H17FN2O,212.263,CN1CCCC1C(=O)N2CCC=C(F)C2,100,ethylene glycol,1119104-Y20-C03,H07
Enamine,UC-192873,694,Z1918536193,C8H7ClN4O,210.620,CN1C=C(OC=2N=CN=CC2Cl)C=N1,100,ethylene glycol,1119104-Y20-C03,I07
Enamine,UC-192873,695,Z2434504713,C10H13FN2O,196.221,CC1CC(CO1)NC=2N=CC=CC2F,100,ethylene glycol,1119104-Y20-C03,J07
Enamine,UC-192873,696,Z2242056442,C9H9ClFN,185.625,FC=1C=CC(Cl)=C2NCCCC12,100,ethylene glycol,1119104-Y20-C03,K07
Enamine,UC-192873,697,Z729352906,C10H12FNO2S,229.271,FC=1C=CC=C(CN2CCCS2(=O)=O)C1,100,ethylene glycol,1119104-Y20-C03,L07
Enamine,UC-192873,698,Z363104204,C12H11FN2O2,234.226,CNC(=O)C1=C(C)ON=C1C=2C=CC(F)=CC2,100,ethylene glycol,1119104-Y20-C03,M07
Enamine,UC-192873,699,Z804566442,C12H15N3OS,249.332,CCC1=CC=C(S1)C(=O)NCC=2C=NN(C)C2,100,ethylene glycol,1119104-Y20-C03,N07
Enamine,UC-192873,700,Z1270087714,C9H15N3OS,213.299,CC1CN(CC(C)O1)C2=NC(C)=NS2,100,ethylene glycol,1119104-Y20-C03,O07
Enamine,UC-192873,701,Z265564928,C10H17N3O,195.261,CC1CCCCN1CC2=NC(C)=NO2,100,ethylene glycol,1119104-Y20-C03,B08
Enamine,UC-192873,702,Z204776284,C11H22N2O,198.305,CNC(=O)CN(C)C1CCCCCC1,100,ethylene glycol,1119104-Y20-C03,C08
Enamine,UC-192873,703,Z2856434926,C9H13NO3S,215.269,O=S1(=O)CCN(CC2=CC=CO2)CC1,100,ethylene glycol,1119104-Y20-C03,D08
Enamine,UC-192873,704,Z369042042,C12H16FNO,209.259,CC1COCCN1CC=2C=CC=CC2F,100,ethylene glycol,1119104-Y20-C03,E08
Enamine,UC-192873,705,Z57328997,C14H14FNO,231.265,COC=1C=CC(NCC=2C=CC(F)=CC2)=CC1,100,ethylene glycol,1119104-Y20-C03,F08
Enamine,UC-192873,706,Z355728146,C10H20N2O2,200.278,CCNC(=O)CN1CC(C)OCC1C,100,ethylene glycol,1119104-Y20-C03,G08
Enamine,UC-192873,707,Z57292433,C9H8FN5O,221.191,CN1N=NC(NC(=O)C=2C=CC(F)=CC2)=N1,100,ethylene glycol,1119104-Y20-C03,H08
Enamine,UC-192873,708,Z416341642,C9H20N2O3S,236.331,CC(C)N(C)S(=O)(=O)N1CCOC(C)C1,100,ethylene glycol,1119104-Y20-C03,I08
Enamine,UC-192873,709,Z2643472210,C10H15N3O2,209.245,CN1C=CC(=N1)C(=O)NC[C@@H]2CCCO2,100,ethylene glycol,1119104-Y20-C03,J08
Enamine,UC-192873,710,Z373768900,C10H15N3O,193.245,CCN1C=C(NC(=O)C2CCC2)C=N1,100,ethylene glycol,1119104-Y20-C03,K08
Enamine,UC-192873,711,Z31720228,C10H14N2O2S,226.295,CC1=NC(CC(=O)N2CCOCC2)=CS1,100,ethylene glycol,1119104-Y20-C03,L08
Enamine,UC-192873,712,Z1439422127,C9H15N3OS,213.299,CC1OCCN(C1C)C2=NC(C)=NS2,100,ethylene glycol,1119104-Y20-C03,M08
Enamine,UC-192873,713,Z1162778919,C10H11N3O2,205.213,CCC1=NC(CN2C=CC=CC2=O)=NO1,100,ethylene glycol,1119104-Y20-C03,N08
Enamine,UC-192873,714,Z1275599911,C13H23NO,209.327,CC(=O)N1CCCC2(C1)CCCCCC2,100,ethylene glycol,1119104-Y20-C03,O08
Enamine,UC-192873,715,Z2856434858,C11H14ClNO,211.687,O[C@@H]1CCN(CC=2C=CC(Cl)=CC2)C1,100,ethylene glycol,1119104-Y20-C03,B09
Enamine,UC-192873,716,Z1667545918,C6H8N2OS,156.205,CC(=O)NCC1=CN=CS1,100,ethylene glycol,1119104-Y20-C03,C09
Enamine,UC-192873,717,Z1722836661,C8H13N3O2,183.207,CN(C)C(=O)OCCN1C=CN=C1,100,ethylene glycol,1119104-Y20-C03,D09
Enamine,UC-192873,718,Z106307058,C11H22N2O,198.305,CC(C)N1CCN(CC1)C(=O)C(C)C,100,ethylene glycol,1119104-Y20-C03,E09
Enamine,UC-192873,719,Z223388508,C15H18N2O,242.316,CC(=O)N1CCC(CC1)C2=CNC=3C=CC=CC23,100,ethylene glycol,1119104-Y20-C03,F09
Enamine,UC-192873,720,Z275728064,C10H17N3O2,211.260,CCC1=NOC(=N1)C(C)N2CCOCC2,100,ethylene glycol,1119104-Y20-C03,G09
Enamine,UC-192873,721,Z2064898127,C10H18N2O3,214.261,O=C(NC[C@H]1CCCO1)N2CCOCC2,100,ethylene glycol,1119104-Y20-C03,H09
Enamine,UC-192873,722,Z2074076908,C10H15F2NO2,219.228,FC(F)OCC(=O)N1CCCC2(CC2)C1,100,ethylene glycol,1119104-Y20-C03,I09
Enamine,UC-192873,723,Z2856434866,C13H25NO,211.343,CCC1CCC(CC1)NC[C@H]2CCCO2,100,ethylene glycol,1119104-Y20-C03,J09
Enamine,UC-192873,724,Z31478129,C10H13NO2,179.215,CCOC(=O)NCC=1C=CC=CC1,100,ethylene glycol,1119104-Y20-C03,K09
Enamine,UC-192873,725,Z57791725,C9H8N2O,160.172,CC1=NC(=NO1)C=2C=CC=CC2,100,ethylene glycol,1119104-Y20-C03,L09
Enamine,UC-192873,726,Z28870646,C12H15NO,189.253,CC1CCC=2C=CC=CC2N1C(=O)C,100,ethylene glycol,1119104-Y20-C03,M09
Enamine,UC-192873,727,Z53836105,C9H8F2O2,186.155,CCOC(=O)C=1C=CC(F)=CC1F,100,ethylene glycol,1119104-Y20-C03,N09
Enamine,UC-192873,728,Z1251207602,C8H13N3S,183.273,CC1=NN=C(S1)N2CCCCC2,100,ethylene glycol,1119104-Y20-C03,O09
Enamine,UC-192873,729,Z29692148,C10H10N2O2S,222.263,CC1=CC(=NO1)C(=O)NCC2=CC=CS2,100,ethylene glycol,1119104-Y20-C03,B10
Enamine,UC-192873,730,Z1401333862,C11H13N3,187.241,CN1C=CC(NCC=2C=CC=CC2)=N1,100,ethylene glycol,1119104-Y20-C03,C10
Enamine,UC-192873,731,Z768399682,C9H13N3O2S,227.283,CC1CN(C(C)CO1)C(=O)C=2C=NSN2,100,ethylene glycol,1119104-Y20-C03,D10
Enamine,UC-192873,732,Z31432226,C14H17NO3,247.289,O=C(N1CCCCCC1)C=2C=CC=3OCOC3C2,100,ethylene glycol,1119104-Y20-C03,E10
Enamine,UC-192873,733,Z1881545321,C10H14N2O2S,226.295,CC1=CC(=NS1)C(=O)NCC2CCCO2,100,ethylene glycol,1119104-Y20-C03,F10
Enamine,UC-192873,734,Z369936976,C10H15N3O2,209.245,CN(CC=1C=C(C)ON1)C(=O)NC2CC2,100,ethylene glycol,1119104-Y20-C03,G10
Enamine,UC-192873,735,Z1373438018,C10H13FN2O,196.221,CN(C1CCOC1)C=2N=CC=CC2F,100,ethylene glycol,1119104-Y20-C03,H10
Enamine,UC-192873,736,Z169226638,C10H20N2O,184.278,CC(=O)NCCN1CCCCCC1,100,ethylene glycol,1119104-Y20-C03,I10
Enamine,UC-192873,737,Z2856434875,C13H18N2O2,234.294,CC(=O)NC=1C=CC(CN2CCOCC2)=CC1,100,ethylene glycol,1119104-Y20-C03,J10
Enamine,UC-192873,738,Z2856434862,C12H17NO,191.269,CC=1C=CC=C(CN2CCOCC2)C1,100,ethylene glycol,1119104-Y20-C03,K10
Enamine,UC-192873,739,Z2856434826,C12H18N2OS,238.349,CC(C)N1CCN(CC1)C(=O)C2=CC=CS2,100,ethylene glycol,1119104-Y20-C03,L10
Enamine,UC-192873,740,Z1899842917,C9H11N3O2S,225.267,CC1=NN(CC=2C(C)=NOC2C)C(=O)S1,100,ethylene glycol,1119104-Y20-C03,M10
Enamine,UC-192873,741,Z1891773476,C10H13NO2,179.215,CNCC1COC=2C=CC=CC2O1,100,ethylene glycol,1119104-Y20-C03,N10
Enamine,UC-192873,742,Z1101755952,C11H16N2OS,224.322,CC1CCCN(CC1)C(=O)C2=CSC=N2,100,ethylene glycol,1119104-Y20-C03,O10
Enamine,UC-192873,743,Z31697001,C9H10ClNO2,199.634,CCOC(=O)NC=1C=CC=C(Cl)C1,100,ethylene glycol,1119104-Y20-C03,B11
Enamine,UC-192873,744,Z30620520,C14H17FN2O,248.295,FC=1C=CC(=CC1)N2CCN(CC2)C(=O)C3CC3,100,ethylene glycol,1119104-Y20-C03,C11
Enamine,UC-192873,745,Z1623890017,C11H13N3OS,235.305,C1CCN(CC1)C2=NOC(=N2)C3=CC=CS3,100,ethylene glycol,1119104-Y20-C03,D11
Enamine,UC-192873,746,Z733898630,C9H15N3O,181.234,CC(C)NC(=O)C=1C=C(C)N(C)N1,100,ethylene glycol,1119104-Y20-C03,E11
Enamine,UC-192873,747,Z2856434868,C13H19FN2,222.301,CCN1CCC(CC1)NC=2C=CC=CC2F,100,ethylene glycol,1119104-Y20-C03,F11
Enamine,UC-192873,748,Z1570998378,C11H15FN2O,210.248,CC1CC(CCO1)NC=2N=CC=CC2F,100,ethylene glycol,1119104-Y20-C03,G11
Enamine,UC-192873,749,Z2735592898,C7H17N3O2S,207.293,CN(C)S(=O)(=O)N1CCN(C)CC1,100,ethylene glycol,1119104-Y20-C03,H11
Enamine,UC-192873,750,Z1373430305,C11H15FN2O,210.248,FC=1C=CC=NC1NCC2CCOCC2,100,ethylene glycol,1119104-Y20-C03,I11
Enamine,UC-192873,751,Z1545312521,C12H14ClNO2,239.698,CC=1C(Cl)=CC=CC1NC(=O)[C@@H]2CCCO2,100,ethylene glycol,1119104-Y20-C03,J11
Enamine,UC-192873,752,Z2072621991,C10H15F2NO2,219.228,FC(F)OCC(=O)N1CC2CCCC2C1,100,ethylene glycol,1119104-Y20-C03,K11
Enamine,UC-192873,753,Z18839017,C15H21NO2,247.332,CCC=1C=CC(OCC(=O)N2CCCCC2)=CC1,100,ethylene glycol,1119104-Y20-C03,L11
Enamine,UC-192873,754,Z31190928,C7H11N3,137.182,CC(C)NC=1N=CC=CN1,100,ethylene glycol,1119104-Y20-C03,M11
Enamine,UC-192873,755,Z1217741507,C16H23NO,245.359,CC(C)(C)C1CCN(CC1)C(=O)C=2C=CC=CC2,100,ethylene glycol,1119104-Y20-C03,N11
Enamine,UC-192873,756,Z265541128,C10H17N3O2,211.260,CCC1=NOC(CN2CCCC(O)C2)=N1,100,ethylene glycol,1119104-Y20-C03,O11
Enamine,UC-192873,757,Z1741959530,C10H16ClNO3,233.691,Cl.COC=1C=C(CN)C=C(OC)C1OC,100,ethylene glycol,1119104-Y20-C03,B12
Enamine,UC-192873,758,Z1787627869,C10H14ClN3O,227.690,CN(CC1CCOC1)C=2N=CN=CC2Cl,100,ethylene glycol,1119104-Y20-C03,C12
Enamine,UC-192873,759,Z221226038,C10H14N2O3,210.229,CC1CN(CCO1)C(=O)C2=CC(C)=NO2,100,ethylene glycol,1119104-Y20-C03,D12
Enamine,UC-192873,760,Z1546887028,C8H12ClN3O,201.653,CC(CO)N(C)C=1N=CC(Cl)=CN1,100,ethylene glycol,1119104-Y20-C03,E12
Enamine,UC-192873,761,Z2034457351,C10H12BrN3O,270.125,BrC=1C=CC=NC1NC2CCCNC2=O,100,ethylene glycol,1119104-Y20-C03,F12
Enamine,UC-192873,762,Z1694504496,C11H20N4,208.303,CC1CN(C)CCC1NC=2C=NN(C)C2,100,ethylene glycol,1119104-Y20-C03,G12
Enamine,UC-192873,763,Z2326079238,C10H17F2NO2,221.244,CC1CCC(C)(C)N1C(=O)COC(F)F,100,ethylene glycol,1119104-Y20-C03,H12
Enamine,UC-192873,764,Z1945710531,C10H12N2O2S,224.279,COC(C)C1=NC(=CS1)C=2C=NOC2C,100,ethylene glycol,1119104-Y20-C03,I12
Enamine,UC-192873,765,Z1457279522,C13H18ClFN2O,272.746,Cl.CC1CN(CCN1)C(=O)C=2C=C(C)C=CC2F,100,ethylene glycol,1119104-Y20-C03,J12
Enamine,UC-192873,766,Z422471910,C11H16N2OS,224.322,CC(C1CC1)N(C)C(=O)C=2SC=NC2C,100,ethylene glycol,1119104-Y20-C03,K12
Enamine,UC-192873,767,Z1619958679,C13H11FN2O2,246.237,CC=1C=CC=C(O)C1NC(=O)C=2C=CN=CC2F,100,ethylene glycol,1119104-Y20-C03,L12
Enamine,UC-192873,768,Z19755216,C10H12FNO2,197.206,CN(C)C(=O)COC=1C=CC=C(F)C1,100,ethylene glycol,1119104-Y20-C03,M12
